product_id
74
124
55
19
58
1900
919
3029
216
31
123
1
65
28
30
1639
317
400
78
91
789
88
39
12
81
48
517
27
849
5
95
173
19
53
116
14
82
104
45
2657
156
10
753
2444
370
90
5
111
225
2335
68
94
10
349
104
27
289
309
26
868
719
2
93
231
31
2867
849
9
1134
1411
1329
