customer_id
3
1
12
11
2
2
2
3
1
6
2
6
11
2
7
1
8
1
2
7
7
3
1
36
1
5
1
1
8
11
2
1
1
1
2
18
5
2
2
1
4
1
1
1
1
2
10
6
1
10
23
3
3
5
1
24
1
3
1
16
2
10
1
4
1
2
1
1
1
2
40
3
1
6
4
17
36
1
1
29
1
2
1
5
43
7
1
3
2
2
1
2
1
14
1
35
1
2
1
7
12
3
25
2
2
3
2
4
3
2
1
1
5
1
5
2
8
2
2
4
2
9
2
5
1
4
2
3
1
3
3
5
13
2
2
8
2
11
56
1
1
3
6
1
1
2
2
1
1
3
1
224
3
17
1
2
1
67
1
9
2
1
4
1
88
113
2
1
17
1
11
5
12
43
1
3
1
8
1
1
1
1
1
1
85
1
3
1
1
1
1
8
5
2
4
4
10
1
2
3
1
1
2
5
3
1
25
1
110
1
2
1
7
13
6
1
6
7
3
1
1
1
52
2
1
4
2
225
10
22
1
141
4
3
2
5
11
41
9
4
1
1
1
41
1
2
54
5
2
1
1
4
1
2
29
1
2
35
5
9
1
4
11
1
18
155
94
2
2
2
12
77
5
1
1
2
54
6
78
7
25
5
7
7
4
2
3
3
1
3
3
2
2
1
1
8
8
13
5
29
2
2
1
1
8
29
2
10
8
2
9
3
1
3
43
2
69
1
4
4
6
1
84
12
1
11
7
1
1
3
159
1
1
3
2
2
10
1
5
1
1
7
64
4
2
3
11
1
3
7
8
65
1
2
1
1
8
1
2
4
4
100
3
10
8
3
1
6
17
18
1
6
5
3
2
14
1
2
1
1
1
18
2
1
1
1
80
6
3
6
15
2
29
7
2
2
2
10
13
2
4
3
7
25
1
3
54
5
1
3
3
3
1
123
16
3
3
1
52
4
6
73
20
4
3
1
1
2
3
11
433
17
5
1
3
28
2
3
273
7
51
3
4
3
7
1
1
3
447
2
111
2
3
2773
12
5
3
1
1
6
2
2
56
1
1
1
4
49
1
1
203
11
2
7
25
9
79
10
1
5
188
20
1
11
1
3
45
4
1
1
1
2
1
2
7
13
2
1
2
2
6
50
7
39
17
1
8
14
9
2
2
2
1
1
4
21
4
1
1
3
18
6
4
1
3
5
15
5
18
2
2
2
17
1
1
2
1
1
1
1
9
6
2
1
1
8
101
1
2
20
2
9
146
2
3
1
2
1
2131
9
1
5
1
2
6
1
1
1
4
1
1
1
10
1
1
3
1
1
10
12
1
26
22
60
4
5
2
4
1
1
10
9
1
1
1
2
5
2
16
2
9
6
4
1
3
1
7
1
21
117
3
4
6
6
40
74
5
1
4
25
4
6
2
7
3
1
2
32
3
25
21
72
122
1
13
10
8
3
1
8
1
27
1
10
3
21
3
4
2
3
1
10
102
1
2
101
1
1
16
12
8
1
1
9
1
5
1
1
36
3
1
2
6
1
6
61
1
9
9
6
13
35
10
1
27
1
2
28
8
22
5
4
8
2
2
7
3
2
2
3
2
2
68
10
10
1
3
1444
6
7
4
2
1
1
1
1
21
36
1
1
4
1
7
1
10
320
1
37
48
1
7
56
2
16
10
5
7
3
6
26
238
5
14
4
1
3
1
9
8
1
6
11
6
1
23
1
4
4
1
1
16
4
3
4
1
18
4
15
2
6
2
2
210
27
7
21
1
1
1
14
28
38
2
3
4
1
3
2
3
1
1
20
2
2
5
11
10
2
1
1
1
1
5
3
5
35
5
1
1
2
1
89
6
2
1
4
3
11
27
5
328
62
3
3
24
4
6
6
2
139
1
2
3
2
2
3
2
6
20
3
1
13
4
6
3
10
16
9
2
1
2
5
1
1
2
2
3
2
10
3
64
2
3
13
7
7
1
153
1
20
6
1
5
22
3
1
5
18
2
11
22
2
33
34
75
6
3
5
7
6
6
10
2
4
2
35
2
17
1
16
224
1
2
9
1
3
1
1
2
2
1
4
1
1
1
1
1
7
18
30
1
4
1
2
7
1
13
7
1
1
1
2
2
4
2
4
4
8
1
14
3
103
10
17
2
1
12
2
1
4
1
1
5
39
10
5
8
1
5
1
1
1
1
1
4
22
4
3
4
1
1
8
4
4
1
1
8
4
1
1
65
8
9
4
3
2
3
5
62
3
2
2
5
9
3
3
1
7
1
7
2
6
3
2
1
3
4
13
1
7
1
5
9
1
3
12
3
5
3
4
19
10
50
3
4
2
1
4
1
7
4
30
2
6
1
1
84
1
15
4
1
426
1
2
1
3
1
3
24
16
1
1
3
2
8
11
24
2
2
9
25
1
41
1
1
3
2
2
1
1
1
11
1
1
1
11
4
1
2
2
28
2
4
2
1
4
3
52
6
2
12
1
250
1
2
2
2
11
9
19
24
1
93
2
4
2
3
4
3
3
3
8
2
8
1
2
8
1
1
1
7
33
18
3
3
56
2
1
7
7
4
79
2
248
4
1
1
2
2
15
5
1
3
1521
21
4
8
1
1
3
3
1
44
5
2
2
1
2
1
3
4
1
2
2
3
13
3
1
1
1
1
1
286
1
5
27
7
7
1
24
2
2
3
2
1
14
1
1
7
5
137
1
1
2
1
2
1
11
18
3
1
28
3
3
1
5
5
2
1
10
3
4
2
2
9
1
2
2
8
1
7
4
2
1
9
64
1
1
1
2
28
10
1
1
4
266
2
2
8
4
7
15
5
4
1
2
10
1
11
165
46
2
11
8
4
1
2
13
1
2
6
1
6
7
3
3
1
1
58
1
1
2
7
10
1
14
19
6
5
3
2
2
6
6
18
2
6
7
5
9
20
41
1
1
7
3
16
1
1
2
3
1
1
5
2
1
5
38
13
1
44
2
1
1
28
10
3
4
9
11
1
4
29
2
185
5
1
1
1
1
14
2
1
1
6
53
1
111
1
2
8
4
2
1
7
2
1
2
1
2
2
12
1
11
1
3
3
18
570
1
4
1
1
1
32
2
34
1
1
3
3
4
4
13
654
1
1
3
87
1
1
15
161
3
52
1
2
100
3
1
109
2
14
1
5
1
2
1
6
3
2
26
1
5
1
1
1
1
4
3
4
31
28
10
23
3
1
5
30
3
2
3
2
1
5
1
7
1
2
8
1
1
10
1
4
1
2
2
1
2
13
4
1
18
3
692
3
8
2
8
10
11
11
3
1
1
4
3
1
1
2
1
4
141
1
5
30
1
1
2
5
3
3
11
112
6
1
1
1
5
16
4
31
8
43
1
2
3
2
1
38
18
1
6
3
23
1
6
18
10
10
5
4
3
4
4
13
9
7
2
5
5
5
67
1
65
1
2
19
11
2
98
9
2
5
14
2
226
4
1189
1
1
37
1
2
1
4
1
1
24
1
1
3
2
9
1
3
8
2
24
5
5
7
145
1
4
1
1
6
4
2
4
4
1
3
11
1
13
2
9
1
1
9
2
3
1
4
3
1
2
5
2
3
1
3
1
2
12
7
1
4
1
2
2
13
1
5
2
50
21
1
22
1
1
1
1
31
7
5
21
2
1
1
9
2
8
5
2
5
2
1
4
7
11
1
1
13
5
1
1
2
17
19
2
14
2
4
15
52
4
4
1
1
24
46
72
4
1
3
3
2
13
2
34
8
4
3
40
5
3
4
2
26
280
1
3
6
3
4
1
1
1
7
2
7
2
1
16
